Row,Ticket_ID,Customer_Message,Expected_Intent,Predicted_Intent,Expected_Action,Predicted_Escalation,Agent_Reply,Gemini_Score
174,TICKET_174,@115851 @115850 what the hell are you doing you're supporting your seller.. It seems that you are no more interested in business https://t.co/reTAXJL8HN,Escalation,Escalation,Escalate to Human,true,"We’re very sorry to hear about your experience and understand your frustration. To investigate this matter thoroughly and provide the appropriate assistance, we’ll need to review the details of your order and the issue you’re facing. I’ve escalated your case to our specialized support team, and they will reach out to you directly as soon as possible. Thank you for your patience, and we appreciate the opportunity to resolve this for you.",5
175,TICKET_175,Earlier they used to give that option. Now it's not available.,Other,Escalation,Auto-handle,true,"I’m sorry for the inconvenience you’re experiencing. To better assist you, could you please let us know which specific option you’re referring to and any related order details? I’ll forward this information to a specialist who can help resolve the issue promptly.",3
176,TICKET_176,"If I can’t access tracking, how will I know when this has arrived? Or what if it did arrive and it got taken off my porch? Amazon is usually spot on. https://t.co/Ji6Isew4tt",Order Tracking,Order Tracking,Escalate to Human,false,"I’m sorry you’re having trouble viewing your tracking information. To help you locate your package, could you please provide your order number or the tracking ID? You can also view the latest status by visiting the ""Your Orders"" page in your Amazon account or by using this link: https://www.amazon.com/gp/css/order-history. Once we have the details, we’ll check the delivery status and let you know if the package was left at your address or is ready for pickup. Thank you for your patience!",1
177,TICKET_177,"@115850 team facing lots of issue with Amazon Pay balance since last 2 days ,order done then get cancelled itself balance is rs 1510",Payment Issue,Refund,Escalate to Human,true,"Hello,

I’m sorry to hear that you’re experiencing issues with your Amazon Pay balance after your recent order was cancelled. I understand how frustrating this can be, especially when the amount of ₹1,510 is still showing in your balance.

To resolve this promptly, I’m escalating your case to our specialized Amazon Pay team. They will review the transaction details and ensure the balance is correctly refunded to your account.

Could you please provide the order number and any reference ID you have for the cancelled order? This information will help us speed up the investigation.

Thank you for your patience, and we’ll keep you updated on the progress.

Best regards,
Amazon Customer Support",5
178,TICKET_178,But it says it hasnt been dispatched yet and it was released last week...,Refund,Order Tracking,Escalate to Human,false,"Hello,

Thank you for reaching out. I understand it’s frustrating to see that your order hasn’t been dispatched yet, especially since the item was released last week. You can view the most up‑to‑date status of your order, including any upcoming dispatch information, by visiting your order details page here: https://t.co/aaDyEz1VgE.

If the order still shows as not dispatched close to the expected delivery date, please let us know and we’ll investigate further for you.

We appreciate your patience and are here to help with any other questions you may have!",1
179,TICKET_179,I received refund. Thanks,Refund,Other,Auto-handle,false,"Thank you for letting us know that you received your refund. We're glad we could help! If you have any other questions or need further assistance, please don't hesitate to reach out.",5
180,TICKET_180,"i am worried, if they have delivered it anywhere else or i might not be receiving it ever??I already had paid!!Plz help @115821",Order Tracking,Order Tracking,Escalate to Human,false,"We’re sorry to hear that your order appears to have been marked as delivered but you haven’t received it. I understand how concerning this can be, especially after you’ve already paid. Let’s get this sorted for you. Please follow the link below to start a delivery investigation so we can locate your package and determine the next steps:

https://t.co/98Tpfm6ZUO

If you need any further assistance after submitting the request, just let us know and we’ll be happy to help.",1
181,TICKET_181,Yes same account but I now believe that it is my bank having the problems on their end not yours sorry for the inconvenience,Payment Issue,Payment Issue,Auto-handle,true,"Hello,

Thank you for updating us. I’m sorry to hear you’re experiencing difficulties with your bank regarding this charge. To help resolve this as quickly as possible, could you please forward any correspondence or details you have received from your bank? Our team will review the information and work directly with the bank to clarify the situation.

We appreciate your patience and apologize for any inconvenience caused. If you have any further questions, please let us know.

Kind regards,
Amazon Customer Support",2
182,TICKET_182,Paid for one day shipping. And the carrier is amazon for this order.,Order Tracking,Order Tracking,Escalate to Human,false,"I’m sorry to hear you’re waiting for your one‑day shipment. Because the carrier for your order is Amazon, you can view the most up‑to‑date delivery information in the ""Your Orders"" section of the Amazon website or app. If you haven’t already, please click ""Track package"" next to the order to see the current status and estimated delivery time. If the package does not arrive within the promised one‑day window, let us know and we’ll investigate further or arrange a suitable resolution. Thank you for your patience.",1
183,TICKET_183,Done.,Other,Other,Auto-handle,false,Thank you for confirming. We have received the information you provided and will review it shortly. We’ll get back to you with an update as soon as possible. We appreciate your patience.,5
184,TICKET_184,This is the last reply I received. I am sure this product is wrongly deliver and if not show me signature proof then? @115850 https://t.co/t4WVEuxKhN,Order Tracking,Order Tracking,Escalate to Human,false,"Hello,

I’m sorry to hear that your order appears to have been delivered incorrectly. I understand how frustrating it can be when a package is marked as signed for but you did not receive it.

To investigate further, could you please provide the following details?
- Order number
- Full shipping address associated with the order
- Any additional information from the delivery notification (e.g., carrier name, tracking number)

Once I have this information, I’ll be able to locate the delivery record and share the signature proof with you, as well as determine the next steps to resolve the issue.

Thank you for your patience, and I look forward to helping you resolve this promptly.

Best regards,
Amazon Customer Support",1
185,TICKET_185,@115850 Echo Dot in India doesn't have any India specific apps? Even for traffic it's not taking India address (1/3),Order,Other,Escalate to Human,false,"Hi @115850,

I’m sorry you’re experiencing trouble setting up your Echo Dot with an Indian address. The device currently expects location data that matches the regions where the Alexa app is officially supported. As noted in a previous update, the Alexa app will become available in the Indian App Store and Play Store when the devices start shipping the week of Oct 30, which should resolve many regional limitations.

In the meantime, please try the following steps:
1. Open the Alexa app (or the web portal) and go to **Settings > Device Settings**.
2. Select your Echo Dot and choose **Edit** next to the address.
3. Enter your full Indian address, including the correct PIN code, and save.
4. If the address is still rejected, ensure your device firmware is up‑to‑date (Settings > About > Check for Updates).
5. Restart the Echo Dot by unplugging it for 30 seconds, then plugging it back in.

If the issue persists after these steps, our team can investigate further. Please reach out via chat or call using this link: https://t.co/8aLWUDKw7H, and we’ll be happy to assist you in real time.

Thank you for your patience, and we look forward to getting your Echo Dot fully functional in India.

Best regards,
Amazon Customer Support",1
186,TICKET_186,UPS tried to deliver my package today but no one was home to sign. Next avail delivery is Mon but I need it tomorrow. Help?,Order Tracking,Order Tracking,Escalate to Human,false,"I’m sorry you missed the delivery today. I understand you need the package tomorrow. I’ll check the latest tracking details and contact UPS on your behalf to see if a redelivery can be arranged for Tuesday. In the meantime, you can also log into Your Orders, select “Track package,” and use the “Reschedule delivery” option if it’s available. I’ll follow up shortly with an update. Please let me know if there’s anything else I can help with.",1
187,TICKET_187,Nice. I guess I should now expect @115821 customer service to simply apologize and pass me off to someone else? Unbelievable. That link says I should receive a response within 12 HOURS. HOW DOES THAT HELP ME?,Escalation,Escalation,Escalate to Human,true,"We sincerely apologize for the inconvenience and the delay you’ve experienced. I understand how frustrating this must be. I’m escalating your case to our senior support team so they can review the situation and get back to you as quickly as possible. Please share any relevant order numbers or details here (without posting personal information publicly) so we can assist you more effectively. Thank you for your patience, and we’ll work to resolve this promptly.",5
188,TICKET_188,Had to call regarding one of my parcels. Give Judy a raise. She did a phenomenal job and was extremely helpful. Great customer service,Other,Other,Auto-handle,false,"Thank you for sharing your wonderful experience with Judy! We're thrilled to hear she provided phenomenal and helpful service. Your kind words mean a lot to us, and we’ll be sure to pass your praise along to Judy and the team. If there’s anything else we can assist you with, please let us know.",5
189,TICKET_189,@132981 Cheating by amazon. No one is solving. Need help. Did shopping of 5 lac &amp; account blocked with no reason. No answer.,Account Login,Escalation,Escalate to Human,true,"Dear Customer,

I’m very sorry to hear about the difficulties you’re experiencing with your account and the recent purchase. I understand how frustrating this must be, especially given the amount involved. I have escalated your case to our specialized team so they can investigate the account block and the concerns about cheating in detail. They will reach out to you shortly via the email address we have on file.

In the meantime, if you have any additional information—such as order numbers, screenshots, or the email you received regarding the account status—please reply to this message so we can attach it to your case.

Thank you for your patience, and we appreciate the opportunity to resolve this for you.

Sincerely,
Amazon Customer Support",5
190,TICKET_190,"Could u please speak with seller ""Sold by: Cloudtail India Private Limited"" I found segate seal broken and packed with sellotape again.",Replacement,Escalation,Escalate to Human,true,"We’re very sorry to hear that the seal on your product was broken and that it was repackaged with sellotape. To investigate this matter and contact the seller on your behalf, could you please provide your order number and any relevant photos of the packaging? Once we have those details, we’ll forward your concern to the appropriate team and work to resolve it as quickly as possible. Thank you for bringing this to our attention.",5
191,TICKET_191,Worst experience ever with @115821 logistics!! I️ need a manager to get ahold of me ASAP. Spoken with 7 people all say different things.,Escalation,Escalation,Escalate to Human,true,"We’re very sorry to hear about the difficulties you’ve experienced and understand how frustrating this must be. I’m escalating your case to a senior manager right away so they can reach out to you directly and resolve the issue. Thank you for your patience, and we’ll be in touch as soon as possible.",5
192,TICKET_192,"Super disappointed in @115821 lately. Lost packages, multiple wrong charges. What's the point of being prime 🙄🤔",Escalation,Escalation,Escalate to Human,true,"Hi there,

I’m very sorry to hear about the recent problems you’ve experienced with lost packages and incorrect charges. I understand how frustrating this must be, especially as a Prime member.

To resolve this quickly, I’ll forward your case to one of our senior support specialists who can look into each order, verify the charges, and track the missing items. Could you please provide the order numbers or any reference IDs related to the affected shipments? This information will help us investigate more efficiently.

Thank you for your patience, and we appreciate the opportunity to make this right for you.

Best regards,
Amazon Customer Support",5
193,TICKET_193,@115850 very poor feedback .very disappointing services. https://t.co/VyTFtffRGJ,Escalation,Escalation,Escalate to Human,true,"We’re very sorry to hear that you’re disappointed with the service you received. Your feedback is important to us, and we want to make this right. I’m escalating your case to a senior team member who can review the details and work with you directly. Please keep an eye on your email or Amazon messaging for a follow‑up from us. Thank you for bringing this to our attention, and we appreciate your patience while we investigate further.",5
194,TICKET_194,.@115850 Why is the description in German? https://t.co/0siXy1om42,Other,Other,Escalate to Human,true,"We’re sorry for the confusion caused by the German description you’re seeing. To help us resolve this quickly, could you please provide the ASIN or order number of the item? Our team will investigate why the listing appears in German and ensure the correct language is displayed for you. Thank you for bringing this to our attention—we appreciate your patience while we look into it.",1
195,TICKET_195,@115850 Again Update details done. Do porper Action That Delivery Agent.Not tell like in Words,Escalation,Escalation,Escalate to Human,true,"Hello,

I’m sorry to hear you’re experiencing issues with your delivery. I understand you’ve updated your details and would like the delivery agent to take appropriate action. To ensure we address this promptly and correctly, I’m escalating your case to a senior team member who can review the situation and provide a solution.

Thank you for your patience, and we’ll be in touch shortly with an update.

Best regards,
Amazon Customer Support",5
196,TICKET_196,Details shards please fix this issue I have already given you 13 days of time,Escalation,Other,Escalate to Humane,true,"Hello,

Thank you for reaching out. I’m sorry you’re experiencing this issue. To assist you further, could you please provide more details about the problem you’re encountering? Once we have the necessary information, we’ll be able to investigate and resolve it promptly.

We appreciate your patience and look forward to helping you.

Best regards,
Amazon Customer Support",1
197,TICKET_197,Its AMZL US and the tracking number is TBA525656619000,Order Tracking ,Order Tracking,Escalate to Human,false,"Hello,

Thank you for reaching out. I see you’re inquiring about a package shipped via AMZL US with tracking number TBA525656619000. To investigate the status of your shipment, could you please provide a few additional details using the secure link below?

https://t.co/UGsCHXN1il

Once we receive the information, we’ll promptly look into the delivery status and get back to you with an update.

Thank you for your patience.

Best regards,
Amazon Customer Support",1
198,TICKET_198,"Says I need a membership, yet I’m signed in. With my membership no option to play the movies or tv",Account Login,Account Login,Escalate to Human,true,"I’m sorry you’re experiencing this issue. It sounds like your membership isn’t being recognized, which is preventing you from playing movies or TV. I’ll forward this to a specialist who can investigate further and help resolve the problem as quickly as possible.",5
199,TICKET_199,@115830 Emailed seller twice no delivery was due 16th Nov latest I want my money back Disgusted as these were for rememberance service,Refund,Refund,Escalate to Human,true,"I’m very sorry to hear that your order, which was due on November 16th, has not arrived and that you’ve been unable to resolve this with the seller. I understand how disappointing this must be, especially given the importance of the items. To help you get your money back as quickly as possible, I’m escalating this case to our dedicated team who can review the details and process a refund for you. Could you please provide the order number and any reference numbers from your email correspondence with the seller? Once we have that information, we’ll move forward promptly. Thank you for your patience, and we’ll work to resolve this for you as soon as possible.",5
200,TICKET_200,素早い回答ありがとうございます。 引き続き注意します。,Other,Other,Escalate to Human,false,ご丁寧にありがとうございます。今後も何かご不明点やご要望がございましたら、いつでもお気軽にお問い合わせください。引き続きよろしくお願いいたします。,1
